SK_ID_CURR,DAYS_ID_PUBLISH,DAYS_EMPLOYED,DAYS_BIRTH,CODE_GENDER,NAME_FAMILY_STATUS_Married,DAYS_LAST_PHONE_CHANGE,EXT_SOURCE_2,INSTAL_DBD_SUM,INSTAL_DBD_MEAN,INSTAL_DBD_MAX,INSTAL_DPD_MEAN,INSTAL_AMT_INSTALMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_AMT_PAYMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_AMT_PAYMENT_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_PERC_MEAN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_CNT_PAYMENT_MEAN,APPROVED_CNT_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MAX,APPROVED_DAYS_DECISION_MEAN,APPROVED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_SIZE,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_MAX,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_SK_DPD_DEF_MEAN,POS_NAME_CONTRACT_STATUS_Completed_MEAN,TARGET,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,EXT_SOURCE_3,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_VAR,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_VAR,ACTIVE_DAYS_CREDIT_VAR,EXT_SOURCE_1
368326,-4178,365243,-22026,0,1,-516.0,0.7265574584724689,156.0,7.428571428571429,30.0,1.380952380952381,30955.32,-5473.0,326589.075,23.4,-260.6190476190476,-12.0,14021.28,-1662.4114285714286,15551.860714285714,25.71393301538874,1.224473000732797,-282.0,-427.0,0.0,36.0,36.0,-516.0,-516.0,36.0,17.0,-9.0,-1.0,1.0,0.0,0.0,0.0,-2766.0,-91.0,-1428.5,1724.0,-247.5,0.6594055320683344,-2766.0,-2766.0,-2219.0,3577812.5,-9.0,-91.0,-91.0,-91.0,1724.0,1724.0,1724.0,319626.7681818182,108389.33333333331,0.602234145281752
440883,-5025,-3559,-13571,1,0,-896.0,0.6553280166241904,434.0,48.22222222222222,120.0,0.0,82232.28,-6096.0,164814.93,2434.95,-677.3333333333334,-447.0,0.0,0.0,18312.77,9.0,1.0,-722.0,-809.0,0.0,11.0,11.0,-722.0,-809.0,22.0,17.0,-21.0,-13.0,0.5882352941176471,0.0,0.1176470588235294,0.0,-182.0,-182.0,-182.0,-62.0,-62.0,0.5585066276769286,-182.0,-182.0,-62.0,380396.8571428572,-30.0,-543.0,-264.0,-770.0,724.0,1057.0,257.0,319626.7681818182,108389.33333333331,0.5417441388374337
454698,-2902,-680,-10246,1,0,0.0,0.2043820107425413,229.0,9.16,21.0,0.0,386499.87,-30627.0,1928601.585,5731.515,-1225.08,-531.0,0.0,-27000.0,77144.0634,36.35906722699824,1.4543626890799295,-8.0,-990.0,0.0,12.5,12.5,-8.0,-990.0,50.0,26.0,-41.76923076923077,-17.0,0.8846153846153846,0.0,0.1153846153846153,0.0,-1323.0,-314.0,-668.2222222222222,30914.0,4510.142857142857,0.7180328113294772,-683.0,-798.5,-469.0,89041.94444444445,-59.142857142857146,-631.0,-314.0,-1323.0,6554.6,30914.0,51.0,26680.5,107002.0,0.1260187210721085
414879,-5230,-1886,-13929,1,1,-1794.0,0.5987161760541374,71.0,5.461538461538462,15.0,0.0,698896.44,-13279.0,960218.685,3019.86,-1021.4615384615385,-43.0,0.0,0.0,73862.97576923076,13.0,1.0,-148.0,-677.5,0.0,25.5,25.5,-148.0,-953.25,102.0,17.0,-34.0,-1.0,0.8235294117647058,0.0,0.1764705882352941,0.0,-1936.0,-926.0,-1317.0,-379.0,-822.8,0.6925590674998008,-926.0,-1317.0,-379.0,170756.0,-30.0,-543.0,-264.0,-770.0,724.0,1057.0,257.0,170756.0,108389.33333333331,0.2455526512989037
209055,-2527,-537,-9897,0,1,-27.0,0.0538076960377614,493.0,11.738095238095235,24.0,0.0238095238095238,440032.545,-56374.0,801249.39,6002.37,-1342.2380952380952,-8.0,0.0,0.0,19077.36642857143,42.0,1.0,-27.0,-769.8571428571429,0.2857142857142857,13.77777777777778,20.0,-36.0,-1056.6,100.0,46.0,-43.54347826086956,-1.0,0.9130434782608696,0.0,0.0869565217391304,0.0,-946.0,-166.0,-444.375,1545.0,507.5,0.049942601896243,-354.0,-555.6,880.0,56432.83928571428,-20.33333333333333,-259.0,-166.0,-330.0,1301.0,1545.0,862.0,53977.3,7087.0,0.0548718376861889
364944,-3451,-210,-16070,1,1,-820.0,0.6961172931407271,172.0,9.052631578947368,37.0,12.526315789473683,19739.565,-11808.0,237838.68,120.87,-621.4736842105264,-462.0,19618.695,6233.546842105262,12517.825263157894,13.0,0.6842105263157895,-820.0,-820.0,0.0,12.0,12.0,-820.0,-820.0,12.0,13.0,-20.0,-14.0,0.9230769230769232,1.1538461538461535,0.0769230769230769,0.0,-1822.0,-305.0,-1052.5,912.0,-131.7888888888889,0.3759513254584298,-727.0,-1362.0,-207.0,380396.8571428572,-30.0,-543.0,-264.0,-770.0,724.0,1057.0,257.0,319626.7681818182,108389.33333333331,0.4600636554239534
153458,-544,-1379,-13002,1,1,-503.0,0.010959747268106,43.0,3.909090909090909,15.0,0.0,11806.02,-944.0,83924.82,4412.745,-85.81818181818181,-17.0,0.0,0.0,7629.529090909092,11.0,1.0,-74.0,-148.0,0.0,6.666666666666667,6.666666666666667,-74.0,-148.0,20.0,13.0,-4.153846153846154,-2.0,0.8461538461538461,0.0,0.0,0.0,-404.0,-24.0,-158.76470588235293,1540.0,103.58823529411764,0.1245194708919845,-60.0,-161.45454545454547,142.0,13436.316176470587,-44.833333333333336,-153.83333333333334,-24.0,-404.0,457.3333333333333,1540.0,-13.0,9984.072727272727,22982.966666666667,0.1851676593032798
292360,-2934,-10893,-19404,1,1,-2047.0,0.6234170030944411,175.0,7.0,32.0,0.12,998251.245,-24583.0,1729744.965,4702.5,-983.32,-24.0,0.0,0.0,69189.7986,25.0,1.0,-227.0,-852.5,0.0,32.666666666666664,32.666666666666664,-227.0,-947.3333333333334,98.0,30.0,-40.13333333333333,-1.0,0.9333333333333332,0.0,0.0666666666666666,0.0,-2152.0,-535.0,-1400.6666666666667,1337.0,-375.0,0.6296742509538716,-535.0,-1412.142857142857,1026.0,256089.0,-533.0,-1360.5,-1186.0,-1535.0,1337.0,1337.0,1337.0,330610.4761904761,60900.5,0.8637984882865316
359690,-3927,-1465,-13642,1,1,0.0,0.2734759477311036,292.0,3.4352941176470586,19.0,0.0,146739.06,-39370.0,2456399.115,582.75,-463.1764705882353,-5.0,0.0,0.0,28898.81311764706,85.0,1.0,-760.0,-1449.6666666666667,0.0,11.333333333333334,11.333333333333334,-760.0,-1449.6666666666667,34.0,9.0,-61.0,-27.0,0.7777777777777778,0.0,0.2222222222222222,0.0,-987.0,-321.0,-713.6,29.0,29.0,0.6610235391308081,-739.0,-848.6666666666666,-207.0,60251.8,-33.5,-511.0,-321.0,-701.0,29.0,29.0,29.0,15992.333333333332,72200.0,0.4508967899215641
124874,-637,-7949,-17076,1,1,0.0,0.2096262460700705,171.0,8.55,36.0,0.4,13914.765,-6193.0,264712.635,1112.58,-309.65,-62.0,12736.665,-24.727499999999964,13235.63175,51.46391431886826,2.573195715943413,-599.0,-599.0,0.0,18.0,18.0,-599.0,-599.0,18.0,18.0,-11.5,-3.0,1.0,0.0,0.0,0.0,-2729.0,-2108.0,-2418.5,-1805.0,-2176.0,0.3506958432829587,-2108.0,-2418.5,-1805.0,192820.5,-30.0,-543.0,-264.0,-770.0,724.0,1057.0,257.0,192820.5,108389.33333333331,0.2876427143900582
